Gender,total_cases_by_gender,gender_based_case_rate,gender_based_deaths,gender_based_death_rate,date
Female,18395,49.2,552,39.5,2020-04-22
Female,19394,49.4,593,39.8,2020-04-23
Female,20395,49.6,625,39.7,2020-04-24
Female,20908,49.6,657,39.9,2020-04-25
Female,21562,49.6,664,39.6,2020-04-26
Female,22384,49.7,688,40,2020-04-27
Female,23154,49.8,725,40.1,2020-04-28
Female,24247,49.6,764,40.4,2020-04-29
Female,24973,49.5,812,40.8,2020-04-30
Female,25881,49.6,858,41.2,2020-05-01
Female,26556,49.5,887,41.5,2020-05-02
Female,27239,49.6,905,41.6,2020-05-03
Female,27853,49.5,929,41.8,2020-05-04
Female,29190,49.6,990,42.6,2020-05-05
Female,30109,49.7,1039,43.1,2020-05-06
Female,30972,49.5,1061,42.6,2020-05-07
Female,31756,49.2,1101,42.7,2020-05-08
Female,32660,49,1144,43.1,2020-05-09
Female,33291,49,1161,43.1,2020-05-10
Female,33992,49,1187,43.1,2020-05-11
Female,34851,49,1230,43.2,2020-05-12
Female,35890,49.1,1267,43.3,2020-05-13
Female,36728,49,1315,43.4,2020-05-14
Female,37676,49.1,1363,43.7,2020-05-15
Female,38662,49,1397,43.9,2020-05-16
Female,39425,49,1412,43.9,2020-05-17
Female,40105,49,1426,43.9,2020-05-18
Female,41226,49,1483,44,2020-05-19
Female,42252,49,1521,44.1,2020-05-20
Female,43272,48.9,1562,44.1,2020-05-21
Female,44539,49.1,1584,44.1,2020-05-22
Female,45597,49.2,1608,44.1,2020-05-23
Female,46544,49.2,1616,44.1,2020-05-24
Female,47595,49.2,1620,44,2020-05-25
Female,48739,49.2,1631,44,2020-05-26
Female,50091,49.3,1682,44.1,2020-05-27
Female,51169,49.3,1725,44.2,2020-05-28
Female,52561,49.2,1759,44.1,2020-05-29
Female,54396,49.2,1784,44.1,2020-05-30
Female,55605,49.2,1797,44,2020-05-31
Female,56728,49.2,1816,44,2020-06-01
Female,57878,49.2,1866,44.1,2020-06-02
Female,58886,49.2,1894,44.1,2020-06-03
Female,60404,49.1,1921,44,2020-06-04
Female,61848,49.1,1947,43.9,2020-06-05
Female,63173,49,1979,44,2020-06-06
Female,64392,49,1991,44,2020-06-07
Female,65556,49.1,2008,44,2020-06-08
Female,66889,49.1,2047,43.9,2020-06-09
Female,68430,49.1,2094,43.9,2020-06-10
Female,69729,49.1,2126,44,2020-06-11
Female,71501,49.1,2146,44,2020-06-12
Female,73095,49.1,2184,44,2020-06-13
Female,74350,49.1,2189,44,2020-06-14
Female,75416,49.1,2197,43.9,2020-06-15
Female,77199,49.2,2226,44,2020-06-16
Female,79243,49.2,2260,44,2020-06-17
Female,81326,49.2,2307,43.9,2020-06-18
Female,83285,49.2,2328,43.8,2020-06-19
Female,85516,49.2,2368,43.8,2020-06-20
Female,87641,49.2,2372,43.7,2020-06-21
Female,90119,49.2,2384,43.8,2020-06-22
Female,93554,49.2,2397,43.6,2020-06-23
Female,96068,49.1,2445,43.6,2020-06-24
Female,98564,49.2,2500,43.7,2020-06-25
Female,101509,49.2,2524,43.6,2020-06-26
Female,103517,49.2,2531,43.6,2020-06-27
Female,106610,49.2,2554,43.7,2020-06-28
Female,109850,49.3,2566,43.7,2020-06-29
Female,114626,49.3,2607,43.6,2020-06-30
Female,118389,49.3,2644,43.6,2020-07-01
Female,122484,49.3,2701,43.7,2020-07-02
Female,125717,49.4,2731,43.7,2020-07-03
Female,128461,49.4,2740,43.7,2020-07-04
Female,134224,49.4,2759,43.8,2020-07-05
Female,137284,49.4,2785,43.8,2020-07-06
Female,142868,49.4,2831,43.7,2020-07-07
Female,146384,49.4,2888,43.6,2020-07-08
Female,150192,49.4,2951,43.5,2020-07-09
Female,154241,49.4,2989,43.4,2020-07-10
Female,158488,49.4,3026,43.3,2020-07-11
Female,162718,49.4,3040,43.3,2020-07-12
Female,166525,49.5,3046,43.3,2020-07-13
Female,172288,49.6,3107,43.4,2020-07-14
Female,176728,49.6,3151,43.3,2020-07-15
Female,181894,49.7,3194,43.1,2020-07-16
Female,186551,49.7,3242,43.1,2020-07-17
Female,191173,49.7,3279,43,2020-07-18
Female,194690,49.7,3290,43,2020-07-19
Female,199561,49.8,3303,43,2020-07-20
Female,206176,49.9,3346,42.9,2020-07-21
Female,212405,49.9,3409,42.9,2020-07-22
Female,217370,49.9,3466,42.8,2020-07-23
Female,222622,50,3523,42.7,2020-07-24
Female,226906,50,3577,42.7,2020-07-25
Female,230423,50,3591,42.7,2020-07-26
Female,233477,50,3607,42.8,2020-07-27
Female,238049,50.1,3630,42.6,2020-07-28
Female,242598,50,3740,42.7,2020-07-29
Female,246279,49.9,3831,42.9,2020-07-30
Female,249479,49.9,3904,42.9,2020-07-31
Female,254017,49.9,3962,42.8,2020-08-01
Female,256875,49.9,3991,42.8,2020-08-02
Female,259130,49.9,4000,42.8,2020-08-03
Female,261806,49.9,4074,42.8,2020-08-04
Female,264666,49.9,4129,42.7,2020-08-05
Female,269155,50,4188,42.7,2020-08-06
Female,273123,50,4252,42.6,2020-08-07
Female,277523,50.1,4328,42.5,2020-08-08
Female,281543,50.1,4363,42.6,2020-08-09
Female,287810,50.1,4376,42.6,2020-08-10
Female,293952,50.2,4462,42.5,2020-08-11
Female,297645,50.2,4537,42.5,2020-08-12
Female,301863,50.2,4602,42.5,2020-08-13
Female,308346,50.2,4673,42.5,2020-08-14
Female,312301,50.2,4714,42.5,2020-08-15
Female,315642,50.3,4718,42.5,2020-08-16
Female,317984,50.3,4728,42.4,2020-08-17
Female,321189,50.3,4784,42.3,2020-08-18
Female,324262,50.3,4856,42.4,2020-08-19
Female,327161,50.3,4905,42.3,2020-08-20
Female,330632,50.3,4966,42.3,2020-08-21
Female,334071,50.3,5044,42.2,2020-08-22
Female,336578,50.3,5047,42.2,2020-08-23
Female,338946,50.4,5071,42.2,2020-08-24
Female,342058,50.4,5140,42.3,2020-08-25
Female,344479,50.4,5203,42.3,2020-08-26
Female,347253,50.4,5273,42.3,2020-08-27
Female,349907,50.4,5317,42.3,2020-08-28
Female,353037,50.4,5388,42.3,2020-08-29
Female,355181,50.4,5399,42.3,2020-08-30
Female,357162,50.5,5409,42.3,2020-08-31
Female,359315,50.5,5473,42.3,2020-09-01
Female,362183,50.5,5538,42.2,2020-09-02
Female,364956,50.5,5616,42.3,2020-09-03
Female,367462,50.5,5699,42.3,2020-09-04
Female,369877,50.5,5755,42.3,2020-09-05
Female,371456,50.5,5760,42.4,2020-09-06
Female,372728,50.5,5783,42.4,2020-09-07
Female,373544,50.5,5823,42.4,2020-09-08
Female,375254,50.5,5875,42.4,2020-09-09
Female,376954,50.5,5927,42.4,2020-09-10
Female,378984,50.5,5975,42.4,2020-09-11
Female,381278,50.5,6031,42.4,2020-09-12
Female,382809,50.5,6030,42.4,2020-09-13
Female,383892,50.5,6055,42.5,2020-09-14
Female,385393,50.5,6132,42.6,2020-09-15
Female,386895,50.5,6176,42.5,2020-09-16
Female,388633,50.5,6224,42.6,2020-09-17
Female,390834,50.5,6277,42.5,2020-09-18
Female,392944,50.5,6320,42.6,2020-09-19
Female,394632,50.5,6329,42.6,2020-09-20
Female,395828,50.5,6346,42.6,2020-09-21
Female,397436,50.5,6397,42.5,2020-09-22
Female,399084,50.5,6450,42.6,2020-09-23
Female,400779,50.5,6500,42.6,2020-09-24
Female,402911,50.5,6553,42.7,2020-09-25
Female,404887,50.5,6585,42.7,2020-09-26
Female,406263,50.5,6595,42.7,2020-09-27
Female,407312,50.4,6598,42.7,2020-09-28
Female,408908,50.4,6683,42.7,2020-09-29
Female,410433,50.4,6729,42.7,2020-09-30
Female,412239,50.4,6787,42.6,2020-10-01
Female,413300,50.4,6795,42.7,2020-10-02
Female,415440,50.4,6821,42.6,2020-10-03
Female,416956,50.4,6829,42.6,2020-10-04
Female,417819,50.4,6839,42.6,2020-10-05
Female,419257,50.4,6883,42.7,2020-10-06
Female,421112,50.4,6922,42.7,2020-10-07
Female,423126,50.5,6958,42.7,2020-10-08
Female,425304,50.5,6990,42.7,2020-10-09
Female,427180,50.5,7026,42.7,2020-10-10
Female,428996,50.5,7026,42.7,2020-10-11
Female,430237,50.5,7032,42.7,2020-10-12
Female,431587,50.5,7055,42.7,2020-10-13
Female,433299,50.5,7105,42.7,2020-10-14
Female,434912,50.5,7138,42.7,2020-10-15
Female,436495,50.5,7184,42.8,2020-10-16
Female,437997,50.5,7225,42.8,2020-10-17
Female,439844,50.5,7230,42.8,2020-10-18
Female,441502,50.5,7238,42.8,2020-10-19
Female,443416,50.5,7273,42.8,2020-10-20
Female,444925,50.5,7327,42.8,2020-10-21
Female,448100,50.5,7358,42.8,2020-10-22
Female,451184,50.5,7373,42.8,2020-10-23
Female,453853,50.5,7393,42.8,2020-10-24
Female,455339,50.5,7400,42.8,2020-10-25
Female,456990,50.5,7409,42.8,2020-10-26
Female,459278,50.5,7440,42.7,2020-10-27
Female,461383,50.5,7475,42.7,2020-10-28
Female,463411,50.5,7487,42.7,2020-10-29
Female,466008,50.5,7506,42.6,2020-10-30
Female,468321,50.5,7533,42.7,2020-10-31
Female,470424,50.5,7541,42.6,2020-11-01
Female,472513,50.6,7543,42.6,2020-11-02
Female,475256,50.6,7574,42.6,2020-11-03
Female,477502,50.6,7610,42.7,2020-11-04
Female,480900,50.6,7642,42.7,2020-11-05
Female,483919,50.6,7662,42.7,2020-11-06
Female,487884,50.6,7689,42.7,2020-11-07
Female,491542,50.6,7690,42.7,2020-11-08
Female,494286,50.6,7695,42.7,2020-11-09
Female,497954,50.6,7722,42.7,2020-11-10
Female,501490,50.6,7740,42.7,2020-11-11
Female,505051,50.6,7753,42.7,2020-11-12
Female,510169,50.6,7780,42.7,2020-11-13
Female,515924,50.6,7804,42.6,2020-11-14
Female,520859,50.6,7817,42.7,2020-11-15
Female,525328,50.6,7825,42.7,2020-11-16
Female,530421,50.6,7848,42.7,2020-11-17
Female,536393,50.6,7897,42.7,2020-11-18
Female,543000,50.6,7925,42.6,2020-11-19
Female,550885,50.6,7966,42.6,2020-11-20
Female,558242,50.7,7996,42.6,2020-11-21
Female,562480,50.7,8005,42.6,2020-11-22
Female,570248,50.7,8013,42.6,2020-11-23
Female,579540,50.7,8062,42.6,2020-11-24
Female,586945,50.7,8109,42.6,2020-11-25
Female,593595,50.7,8134,42.6,2020-11-26
Female,599687,50.7,8153,42.6,2020-11-27
Female,607559,50.7,8169,42.6,2020-11-28
Female,614770,50.7,8185,42.6,2020-11-29
Female,620979,50.7,8200,42.6,2020-11-30
Female,631636,50.7,8253,42.6,2020-12-01
Female,641220,50.7,8300,42.6,2020-12-02
Female,652467,50.7,8387,42.6,2020-12-03
Female,665309,50.7,8438,42.6,2020-12-04
Female,680749,50.7,8481,42.6,2020-12-05
Female,692213,50.7,8497,42.4,2020-12-06
Female,704086,50.7,8512,42.4,2020-12-07
Female,720067,50.7,8594,42.4,2020-12-08
Female,734995,50.7,8677,42.4,2020-12-09
Female,752554,50.7,8752,42.4,2020-12-10
Female,770245,50.6,8817,42.4,2020-12-11
Female,785571,50.6,8883,42.3,2020-12-12
Female,801788,50.6,8924,42.3,2020-12-13
Female,817969,50.6,8964,42.3,2020-12-14
Female,845211,50.6,9053,42.3,2020-12-15
Female,871834,50.6,9224,42.3,2020-12-16
Female,892599,50.6,9358,42.4,2020-12-17
Female,914674,50.6,9479,42.4,2020-12-18
Female,938123,50.6,9586,42.5,2020-12-19
Female,957231,50.6,9653,42.5,2020-12-20
Female,973832,50.6,9698,42.5,2020-12-21
Female,993649,50.6,9809,42.5,2020-12-22
Female,993649,50.6,9809,42.5,2020-12-23
Female,1032256,50.5,10097,42.6,2020-12-24
Female,1047549,50.5,10164,42.5,2020-12-25
Female,1072965,50.5,10254,42.5,2020-12-26
Female,1089254,50.5,10273,42.5,2020-12-27
Female,1105129,50.5,10325,42.5,2020-12-28
Female,1121071,50.5,10513,42.5,2020-12-29
Female,1121071,50.5,10513,42.5,2020-12-30
Female,1159463,50.6,10960,42.5,2020-12-31
Female,1186867,50.6,11129,42.4,2021-01-01
Female,1210473,50.6,11232,42.4,2021-01-02
Female,1225955,50.6,11258,42.4,2021-01-03
Female,1242402,50.7,11365,42.4,2021-01-04
Female,1257880,50.7,11538,42.4,2021-01-05
Female,1276663,50.7,11778,42.4,2021-01-06
Female,1303646,50.8,12045,42.5,2021-01-07
Female,1330617,50.8,12304,42.4,2021-01-08
Female,1355858,50.8,12515,42.4,2021-01-09
Female,1376112,50.8,12696,42.4,2021-01-10
Female,1395192,50.8,12773,42.4,2021-01-11
Female,1412663,50.8,13005,42.4,2021-01-12
Female,1430937,50.8,13206,42.3,2021-01-13
Female,1452415,50.8,13370,42.2,2021-01-14
Female,1472785,50.8,13626,42.3,2021-01-15
Female,1494299,50.8,13843,42.2,2021-01-16
Female,1509908,50.8,13962,42.1,2021-01-17
Female,1522042,50.8,14043,42.1,2021-01-18
Female,1533625,50.8,14183,42.1,2021-01-19
Female,1543711,50.8,14457,42.1,2021-01-20
Female,1555674,50.8,14736,42.1,2021-01-21
Female,1567416,50.8,14935,42,2021-01-22
Female,1579552,50.8,15193,42,2021-01-23
Female,1593139,50.8,15286,41.9,2021-01-24
Female,1601818,50.8,15370,41.9,2021-01-25
Female,1610402,50.8,15656,41.9,2021-01-26
Female,1618782,50.8,15955,41.9,2021-01-27
Female,1628412,50.8,16215,41.9,2021-01-28
Female,1637851,50.8,16477,41.9,2021-01-29
Female,1647516,50.8,16733,41.9,2021-01-30
Female,1655273,50.8,16878,41.9,2021-01-31
Female,1661448,50.8,16957,41.9,2021-02-01
Female,1666909,50.8,17158,41.8,2021-02-02
Female,1673610,50.8,17407,41.8,2021-02-03
Female,1680602,50.8,17712,41.8,2021-02-04
Female,1686938,50.8,17961,41.8,2021-02-05
Female,1694648,50.8,18124,41.7,2021-02-06
Female,1699904,50.8,18233,41.7,2021-02-07
Female,1704207,50.8,18296,41.7,2021-02-08
Female,1708439,50.8,18493,41.6,2021-02-09
Female,1712835,50.8,18710,41.6,2021-02-10
Female,1717877,50.8,18920,41.6,2021-02-11
Female,1722603,50.8,19103,41.5,2021-02-12
Female,1727045,50.8,19298,41.5,2021-02-13
Female,1730360,50.8,19394,41.5,2021-02-14
Female,1733301,50.8,19427,41.5,2021-02-15
Female,1735351,50.8,19549,41.5,2021-02-16
Female,1738179,50.8,19713,41.5,2021-02-17
Female,1741520,50.8,19866,41.4,2021-02-18
Female,1744886,50.8,20049,41.4,2021-02-19
Female,1748322,50.8,20205,41.4,2021-02-20
Female,1750671,50.8,20294,41.4,2021-02-21
Female,1752452,50.8,20327,41.4,2021-02-22
Female,1755203,50.8,20480,41.4,2021-02-23
Female,1757746,50.8,20985,41.4,2021-02-24
Female,1758322,50.7,21092,41.3,2021-02-25
Female,1763115,50.8,21340,41.4,2021-02-26
Female,1765523,50.8,21452,41.4,2021-02-27
Female,1767316,50.8,21531,41.4,2021-02-28
Female,1768628,50.8,21572,41.4,2021-03-01
Female,1770397,50.8,21698,41.4,2021-03-02
Female,1772224,50.8,21866,41.4,2021-03-03
Female,1774589,50.8,22021,41.4,2021-03-04
Female,1776841,50.8,22155,41.4,2021-03-05
Female,1778826,50.8,22242,41.4,2021-03-06
Female,1780520,50.8,22290,41.4,2021-03-07
Female,1781806,50.8,22314,41.4,2021-03-08
Female,1784884,50.8,22485,41.4,2021-03-09
Female,1786504,50.8,22601,41.4,2021-03-10
Female,1788199,50.8,22722,41.4,2021-03-11
Female,1789858,50.8,22807,41.4,2021-03-12
Female,1791231,50.8,22857,41.4,2021-03-13
Female,1792486,50.8,22906,41.4,2021-03-14
Female,1793122,50.8,22920,41.4,2021-03-15
Female,1794402,50.8,23005,41.4,2021-03-16
Female,1795896,50.8,23080,41.4,2021-03-17
Female,1797585,50.8,23187,41.4,2021-03-18
Female,1799168,50.8,23208,41.4,2021-03-19
Female,1800864,50.8,23220,41.4,2021-03-20
Female,1801902,50.8,23400,41.4,2021-03-21
Female,1802844,50.8,23422,41.4,2021-03-22
Female,1803852,50.8,23508,41.4,2021-03-23
Female,1804980,50.8,23611,41.4,2021-03-24
Female,1806308,50.8,23721,41.4,2021-03-25
Female,1807948,50.8,23811,41.4,2021-03-26
Female,1809399,50.8,23885,41.4,2021-03-27
Female,1810483,50.8,23895,41.4,2021-03-28
Female,1811508,50.8,23899,41.4,2021-03-29
Female,1812443,50.8,23966,41.4,2021-03-30
Female,1813549,50.8,24028,41.4,2021-03-31
Female,1814708,50.8,24101,41.4,2021-04-01
Female,1817075,50.8,24153,41.4,2021-04-02
Female,1818272,50.8,24202,41.4,2021-04-03
Female,1819367,50.8,24212,41.4,2021-04-04
Female,1820065,50.8,24215,41.4,2021-04-05
Female,1821187,50.8,24257,41.4,2021-04-06
Female,1822144,50.8,24299,41.3,2021-04-07
Female,1823475,50.8,24373,41.4,2021-04-08
Female,1825866,50.8,24438,41.3,2021-04-09
Female,1828386,50.8,24477,41.3,2021-04-10
Female,1829743,50.8,24494,41.3,2021-04-11
Female,1830538,50.8,24495,41.3,2021-04-12
Female,1831831,50.8,24552,41.4,2021-04-13
Female,1832834,50.8,24609,41.4,2021-04-14
Female,1834098,50.8,24637,41.3,2021-04-15
Female,1835498,50.8,24684,41.4,2021-04-16
Female,1836857,50.8,24715,41.4,2021-04-17
Female,1837858,50.8,24719,41.4,2021-04-18
Female,1838695,50.8,24731,41.4,2021-04-19
Female,1839792,50.8,24768,41.4,2021-04-20
Female,1841004,50.8,24814,41.4,2021-04-21
Female,1841919,50.8,24863,41.4,2021-04-22
Female,1842597,50.8,24881,41.4,2021-04-23
Female,1843556,50.8,24899,41.4,2021-04-24
Female,1844733,50.8,24909,41.4,2021-04-25
Female,1845590,50.8,24912,41.4,2021-04-26
Female,1846518,50.8,24935,41.4,2021-04-27
Female,1847268,50.8,24967,41.4,2021-04-28
Female,1848219,50.8,25006,41.4,2021-04-29
Female,1849270,50.8,25086,41.4,2021-04-30
Female,1850415,50.8,25145,41.4,2021-05-01
Female,1851231,50.8,25150,41.4,2021-05-02
Female,1851930,50.8,25150,41.4,2021-05-03
Female,1852649,50.8,25185,41.4,2021-05-04
Female,1853401,50.8,25213,41.4,2021-05-05
Female,1854722,50.8,25244,41.4,2021-05-06
Female,1855696,50.8,25299,41.4,2021-05-07
Female,1856601,50.8,25324,41.4,2021-05-08
Female,1857314,50.8,25329,41.4,2021-05-09
Female,1857834,50.8,25330,41.4,2021-05-10
Female,1858419,50.8,25355,41.4,2021-05-11
Female,1859162,50.8,25367,41.3,2021-05-12
Female,1860264,50.8,25389,41.3,2021-05-13
Female,1861245,50.8,25396,41.3,2021-05-14
Female,1861971,50.8,25413,41.3,2021-05-15
Female,1862466,50.8,25417,41.3,2021-05-16
Female,1862815,50.8,25419,41.3,2021-05-17
Female,1863341,50.8,25437,41.3,2021-05-18
Female,1864023,50.8,25464,41.3,2021-05-19
Female,1864882,50.8,25492,41.3,2021-05-20
Female,1865523,50.8,25520,41.3,2021-05-21
Female,1866205,50.8,25534,41.3,2021-05-22
Female,1866772,50.8,25537,41.3,2021-05-23
Female,1867103,50.8,25537,41.3,2021-05-24
Female,1867727,50.8,25564,41.3,2021-05-25
Female,1868420,50.8,25578,41.4,2021-05-26
Female,1870357,50.8,25639,41.3,2021-05-27
Female,1871018,50.8,25620,41.3,2021-05-28
Female,1871574,50.8,25619,41.3,2021-05-29
Female,1871882,50.8,25619,41.3,2021-05-30
Female,1872098,50.8,25626,41.3,2021-05-31
Female,1872364,50.8,25631,41.3,2021-06-01
Female,1872751,50.8,25655,41.3,2021-06-02
Female,1873287,50.8,25685,41.3,2021-06-03
Female,1873906,50.8,25714,41.3,2021-06-04
Female,1874441,50.8,25813,41.3,2021-06-05
Female,1874867,50.8,25812,41.3,2021-06-06
Female,1875261,50.8,25816,41.3,2021-06-07
Female,1875686,50.8,25826,41.3,2021-06-08
Female,1876108,50.8,25844,41.3,2021-06-09
Female,1876694,50.8,25869,41.3,2021-06-10
Female,1877264,50.8,25828,41.3,2021-06-11
Female,1877768,50.8,25831,41.3,2021-06-12
Female,1878186,50.8,25831,41.3,2021-06-13
Female,1878516,50.8,25836,41.3,2021-06-14
Female,1878882,50.8,25838,41.3,2021-06-15
Female,1879298,50.8,25850,41.3,2021-06-16
Female,1879953,50.8,25878,41.3,2021-06-17
Female,1880542,50.8,25896,41.3,2021-06-18
Female,1881015,50.8,25911,41.3,2021-06-19
Female,1881595,50.8,25918,41.3,2021-06-20
Female,1881918,50.8,25923,41.3,2021-06-21
Female,1882314,50.8,25942,41.3,2021-06-22
Female,1883012,50.8,25970,41.3,2021-06-23
Female,1884057,50.8,25999,41.3,2021-06-24
Female,1884895,50.8,26017,41.3,2021-06-25
Female,1886007,50.8,26036,41.3,2021-06-26
Female,1886660,50.8,26036,41.3,2021-06-27
Female,1887061,50.8,26039,41.3,2021-06-28
Female,1884983,50.8,26051,41.3,2021-06-29
Female,1885863,50.8,26069,41.3,2021-06-30
Female,1886799,50.8,26091,41.3,2021-07-01
Female,1889774,50.8,26147,41.3,2021-07-05
Female,1890461,50.8,26158,41.4,2021-07-06
Female,1891189,50.8,26184,41.4,2021-07-07
Female,1892394,50.8,26203,41.3,2021-07-08
Female,1896971,50.8,26247,41.4,2021-07-11
Female,1898683,50.8,26251,41.4,2021-07-12
Female,1900259,50.8,26260,41.3,2021-07-13
Female,1902091,50.8,26274,41.4,2021-07-14
Female,1904417,50.8,26309,41.4,2021-07-15
Female,1911623,50.8,26332,41.4,2021-07-18
Female,1914083,50.8,26333,41.4,2021-07-19
Female,1916795,50.8,26340,41.4,2021-07-20
Female,1919582,50.8,26353,41.4,2021-07-21
Female,1923522,50.8,26374,41.4,2021-07-22
Female,1934561,50.8,26396,41.4,2021-07-25
Female,1938523,50.8,26398,41.4,2021-07-26
Female,1942102,50.8,26416,41.4,2021-07-27
Female,1945820,50.8,26442,41.4,2021-07-28
Female,1951123,50.8,26459,41.4,2021-07-29
Female,1967994,50.8,26521,41.4,2021-08-01
Female,1971663,50.8,26526,41.4,2021-08-02
Female,1976079,50.8,26546,41.4,2021-08-03
Female,1980770,50.8,26562,41.4,2021-08-04
Female,1987964,50.8,26574,41.4,2021-08-05
Female,1994368,50.8,26589,41.4,2021-08-06
Female,2001150,50.8,26602,41.4,2021-08-07
Female,2006372,50.8,26604,41.4,2021-08-08
Female,2011161,50.8,26608,41.4,2021-08-09
Female,2016345,50.8,26432,41.3,2021-08-10
Female,2021524,50.8,26460,41.3,2021-08-11
Female,2028583,50.8,26484,41.3,2021-08-12
Female,2035792,50.8,26500,41.3,2021-08-13
Female,2042423,50.8,26511,41.3,2021-08-14
Female,2048138,50.8,26517,41.3,2021-08-15
Female,2053082,50.8,26522,41.3,2021-08-16
Female,2060301,50.8,26561,41.3,2021-08-17
Female,2066516,50.8,26598,41.3,2021-08-18
Female,2073918,50.8,26647,41.3,2021-08-19
Female,2080894,50.8,26681,41.3,2021-08-20
Female,2087997,50.8,26725,41.3,2021-08-21
Female,2093069,50.8,26726,41.3,2021-08-22
Female,2098286,50.8,26733,41.3,2021-08-23
Female,2104310,50.8,26777,41.3,2021-08-24
Female,2110264,50.8,26831,41.3,2021-08-25
Female,2117061,50.8,26870,41.3,2021-08-26
Female,2124640,50.8,26909,41.3,2021-08-27
Female,2130747,50.8,26958,41.3,2021-08-28
Female,2138364,50.8,26959,41.3,2021-08-29
Female,2143290,50.8,26965,41.3,2021-08-30
Female,2155342,50.8,27014,41.3,2021-08-31
Female,2160461,50.8,27082,41.3,2021-09-01
Female,2166363,50.8,27126,41.3,2021-09-02
Female,2171071,50.8,27165,41.3,2021-09-03
Female,2178163,50.8,27226,41.3,2021-09-04
Female,2182690,50.8,27240,41.3,2021-09-05
Female,2186513,50.8,27251,41.3,2021-09-06
Female,2190400,50.8,27262,41.3,2021-09-07
Female,2194072,50.8,27340,41.3,2021-09-08
Female,2198846,50.8,27416,41.3,2021-09-09
Female,2205611,50.8,27495,41.3,2021-09-10
Female,2210169,50.8,27537,41.3,2021-09-11
Female,2213643,50.8,27543,41.3,2021-09-12
Female,2219301,50.8,27589,41.3,2021-09-13
Female,2223232,50.8,27652,41.3,2021-09-14
Female,2226957,50.8,27730,41.3,2021-09-15
Female,2231806,50.8,27796,41.3,2021-09-16
Female,2236562,50.8,27851,41.3,2021-09-17
Female,2241049,50.7,27904,41.3,2021-09-18
Female,2244144,50.7,27905,41.3,2021-09-19
Female,2247251,50.7,27906,41.3,2021-09-20
Female,2250583,50.7,27972,41.3,2021-09-21
Female,2253952,50.7,28034,41.3,2021-09-22
Female,2257603,50.7,28100,41.3,2021-09-23
Female,2269130,50.7,28210,41.3,2021-09-26
Female,2271632,50.7,28224,41.3,2021-09-27
Female,2274939,50.7,28285,41.3,2021-09-28
Female,2277944,50.7,28355,41.3,2021-09-29
Female,2281766,50.7,28400,41.3,2021-09-30
Female,2291413,50.7,28502,41.3,2021-10-03
Female,2293343,50.7,28498,41.3,2021-10-04
Female,2296140,50.7,28552,41.3,2021-10-05
Female,2298530,50.7,28621,41.3,2021-10-06
Female,2301854,50.7,28672,41.3,2021-10-07
Female,2310352,50.7,28766,41.2,2021-10-10
Female,2312480,50.7,28768,41.2,2021-10-11
Female,2314636,50.7,28813,41.2,2021-10-12
Female,2316641,50.7,28875,41.2,2021-10-13
Female,2319747,50.7,28941,41.3,2021-10-14
Female,2328177,50.7,29053,41.3,2021-10-17
Female,2330288,50.7,29064,41.3,2021-10-18
Female,2331889,50.7,29147,41.3,2021-10-19
Female,2334429,50.7,29193,41.3,2021-10-20
Female,2337460,50.7,29253,41.3,2021-10-21
Female,2350162,50.7,29392,41.3,2021-10-25
Female,2352379,50.7,29434,41.3,2021-10-26
Female,2354895,50.7,29472,41.3,2021-10-27
Female,2358484,50.7,29512,41.3,2021-10-28
Female,2368081,50.7,29529,41.3,2021-10-31
Female,2370191,50.7,29547,41.3,2021-11-01
Female,2372008,50.7,29579,41.3,2021-11-02
Female,2374781,50.7,29622,41.3,2021-11-03
Female,2378754,50.7,29666,41.3,2021-11-04
Female,2388377,50.7,29713,41.3,2021-11-07
Female,2390398,50.7,29721,41.3,2021-11-08
Female,2392327,50.7,29774,41.3,2021-11-09
Female,2394688,50.7,29839,41.3,2021-11-10
Female,2400598,50.7,29894,41.3,2021-11-12
Female,2404777,50.7,29948,41.3,2021-11-14
Female,2407049,50.7,29955,41.3,2021-11-15
Female,2409075,50.7,30019,41.3,2021-11-16
Female,2411368,50.7,30071,41.3,2021-11-17
Female,2414101,50.7,30145,41.3,2021-11-18
Female,2421649,50.7,30228,41.3,2021-11-21
Female,2423773,50.7,30230,41.3,2021-11-22
Female,2425350,50.7,30286,41.3,2021-11-23
Female,2436091,50.7,30401,41.3,2021-11-28
Female,2438471,50.7,30424,41.3,2021-11-29
Female,2440360,50.7,30462,41.3,2021-11-30
Female,2442892,50.7,30506,41.3,2021-12-01
Female,2446648,50.7,30547,41.3,2021-12-02
Female,2457887,50.7,30618,41.3,2021-12-05
Female,2461027,50.7,30622,41.3,2021-12-06
Female,2463387,50.7,30670,41.3,2021-12-07
Female,2465979,50.7,30702,41.2,2021-12-08
Female,2469090,50.7,30735,41.3,2021-12-09
Female,2478651,50.7,30806,41.2,2021-12-12
Female,2481406,50.7,30817,41.3,2021-12-13
Female,2483658,50.7,30857,41.3,2021-12-14
Female,2486454,50.7,30885,41.2,2021-12-15
Female,2490129,50.7,30942,41.3,2021-12-16
Female,2503525,50.7,31014,41.3,2021-12-19
Female,2507481,50.7,31012,41.3,2021-12-20
Female,2513068,50.7,31056,41.3,2021-12-21
Female,2521006,50.7,31099,41.3,2021-12-22
Female,2531488,50.7,31138,41.3,2021-12-23
