Gender,total_cases_by_gender,gender_based_case_rate,gender_based_deaths,gender_based_death_rate,date
Unknown,51838,1.4,291,0.5,2021-07-22
Unknown,52286,1.4,291,0.5,2021-07-25
Unknown,52357,1.4,291,0.5,2021-07-26
Unknown,52314,1.4,291,0.5,2021-07-27
Unknown,52485,1.4,291,0.5,2021-07-28
Unknown,52613,1.4,291,0.5,2021-07-29
Unknown,53182,1.4,291,0.5,2021-08-01
Unknown,53267,1.4,291,0.5,2021-08-02
Unknown,53271,1.4,291,0.5,2021-08-03
Unknown,53579,1.4,291,0.5,2021-08-04
Unknown,53869,1.4,291,0.5,2021-08-05
Unknown,54126,1.4,291,0.5,2021-08-06
Unknown,54358,1.4,291,0.5,2021-08-07
Unknown,54535,1.4,291,0.5,2021-08-08
Unknown,54788,1.4,291,0.5,2021-08-09
Unknown,54771,1.4,277,0.4,2021-08-10
Unknown,55004,1.4,277,0.4,2021-08-11
Unknown,55326,1.4,277,0.4,2021-08-12
Unknown,55616,1.4,277,0.4,2021-08-13
Unknown,56228,1.4,276,0.4,2021-08-14
Unknown,56718,1.4,276,0.4,2021-08-15
Unknown,56849,1.4,276,0.4,2021-08-16
Unknown,57123,1.4,276,0.4,2021-08-17
Unknown,57290,1.4,276,0.4,2021-08-18
Unknown,57500,1.4,277,0.4,2021-08-19
Unknown,57547,1.4,277,0.4,2021-08-20
Unknown,58123,1.4,277,0.4,2021-08-21
Unknown,58510,1.4,277,0.4,2021-08-22
Unknown,58781,1.4,277,0.4,2021-08-23
Unknown,58913,1.4,278,0.4,2021-08-24
Unknown,59073,1.4,279,0.4,2021-08-25
Unknown,59465,1.4,279,0.4,2021-08-26
Unknown,59703,1.4,279,0.4,2021-08-27
Unknown,59767,1.4,279,0.4,2021-08-28
Unknown,60075,1.4,279,0.4,2021-08-29
Unknown,60214,1.4,279,0.4,2021-08-30
Unknown,60287,1.4,278,0.4,2021-08-31
Unknown,60418,1.4,280,0.4,2021-09-01
Unknown,60686,1.4,277,0.4,2021-09-02
Unknown,60781,1.4,278,0.4,2021-09-03
Unknown,61086,1.4,278,0.4,2021-09-04
Unknown,61261,1.4,278,0.4,2021-09-05
Unknown,61213,1.4,278,0.4,2021-09-06
Unknown,61062,1.4,278,0.4,2021-09-07
Unknown,60971,1.4,281,0.4,2021-09-08
Unknown,61073,1.4,277,0.4,2021-09-09
Unknown,61346,1.4,277,0.4,2021-09-10
Unknown,61389,1.4,276,0.4,2021-09-11
Unknown,61435,1.4,276,0.4,2021-09-12
Unknown,62026,1.4,276,0.4,2021-09-13
Unknown,62065,1.4,276,0.4,2021-09-14
Unknown,62168,1.4,276,0.4,2021-09-15
Unknown,62340,1.4,276,0.4,2021-09-16
Unknown,62416,1.4,276,0.4,2021-09-17
Unknown,62551,1.4,276,0.4,2021-09-18
Unknown,62617,1.4,276,0.4,2021-09-19
Unknown,62633,1.4,277,0.4,2021-09-20
Unknown,62593,1.4,277,0.4,2021-09-21
Unknown,62785,1.4,278,0.4,2021-09-22
Unknown,62953,1.4,278,0.4,2021-09-23
Unknown,63452,1.4,278,0.4,2021-09-26
Unknown,63456,1.4,278,0.4,2021-09-27
Unknown,63493,1.4,278,0.4,2021-09-28
Unknown,63489,1.4,278,0.4,2021-09-29
Unknown,63799,1.4,279,0.4,2021-09-30
Unknown,64291,1.4,279,0.4,2021-10-03
Unknown,64275,1.4,280,0.4,2021-10-04
Unknown,64233,1.4,279,0.4,2021-10-05
Unknown,64337,1.4,278,0.4,2021-10-06
Unknown,64436,1.4,278,0.4,2021-10-07
Unknown,64647,1.4,278,0.4,2021-10-10
Unknown,64662,1.4,278,0.4,2021-10-11
Unknown,64558,1.4,277,0.4,2021-10-12
Unknown,64624,1.4,275,0.4,2021-10-13
Unknown,64753,1.4,275,0.4,2021-10-14
Unknown,65141,1.4,276,0.4,2021-10-17
Unknown,65148,1.4,276,0.4,2021-10-18
Unknown,65110,1.4,276,0.4,2021-10-19
Unknown,65185,1.4,276,0.4,2021-10-20
Unknown,65358,1.4,277,0.4,2021-10-21
Unknown,65560,1.4,277,0.4,2021-10-25
Unknown,65555,1.4,277,0.4,2021-10-26
Unknown,65613,1.4,278,0.4,2021-10-27
Unknown,65826,1.4,279,0.4,2021-10-28
Unknown,66321,1.4,281,0.4,2021-10-31
Unknown,66377,1.4,281,0.4,2021-11-01
Unknown,66349,1.4,281,0.4,2021-11-02
Unknown,66453,1.4,282,0.4,2021-11-03
Unknown,66746,1.4,283,0.4,2021-11-04
Unknown,67021,1.4,285,0.4,2021-11-07
Unknown,67092,1.4,285,0.4,2021-11-08
Unknown,67049,1.4,285,0.4,2021-11-09
Unknown,67141,1.4,284,0.4,2021-11-10
Unknown,67445,1.4,284,0.4,2021-11-12
Unknown,67541,1.4,283,0.4,2021-11-14
Unknown,67592,1.4,283,0.4,2021-11-15
Unknown,67593,1.4,283,0.4,2021-11-16
Unknown,67693,1.4,283,0.4,2021-11-17
Unknown,67761,1.4,281,0.4,2021-11-18
Unknown,68236,1.4,283,0.4,2021-11-21
Unknown,68245,1.4,283,0.4,2021-11-22
Unknown,68217,1.4,284,0.4,2021-11-23
Unknown,68327,1.4,287,0.4,2021-11-28
Unknown,68366,1.4,287,0.4,2021-11-29
Unknown,68368,1.4,287,0.4,2021-11-30
Unknown,68523,1.4,283,0.4,2021-12-01
Unknown,68872,1.4,281,0.4,2021-12-02
Unknown,69557,1.4,281,0.4,2021-12-05
Unknown,69514,1.4,281,0.4,2021-12-06
Unknown,69519,1.4,282,0.4,2021-12-07
Unknown,69671,1.4,281,0.4,2021-12-08
Unknown,69806,1.4,281,0.4,2021-12-09
Unknown,70223,1.4,281,0.4,2021-12-12
Unknown,70267,1.4,282,0.4,2021-12-13
Unknown,70245,1.4,282,0.4,2021-12-14
Unknown,70426,1.4,283,0.4,2021-12-15
Unknown,70441,1.4,285,0.4,2021-12-16
Unknown,71029,1.4,285,0.4,2021-12-19
Unknown,71080,1.4,285,0.4,2021-12-20
Unknown,71112,1.4,285,0.4,2021-12-21
Unknown,71385,1.4,285,0.4,2021-12-22
Unknown,71821,1.4,285,0.4,2021-12-23
Unknown,73675,1.5,283,0.4,2021-12-27
Unknown,74004,1.5,283,0.4,2021-12-28
Unknown,75014,1.5,283,0.4,2021-12-29
Unknown,75799,1.5,283,0.4,2021-12-30
Unknown,80627,1.5,283,0.4,2022-01-03
Unknown,81385,1.5,283,0.4,2022-01-04
Unknown,82846,1.5,282,0.4,2022-01-05
Unknown,85408,1.5,283,0.4,2022-01-06
Unknown,95520,1.6,284,0.4,2022-01-09
Unknown,98618,1.6,284,0.4,2022-01-10
Unknown,100799,1.6,285,0.4,2022-01-11
Unknown,104108,1.7,284,0.4,2022-01-12
Unknown,108042,1.7,284,0.4,2022-01-13
Unknown,117169,1.7,286,0.4,2022-01-16
Unknown,118683,1.7,286,0.4,2022-01-17
Unknown,120162,1.7,285,0.4,2022-01-18
Unknown,121654,1.7,287,0.4,2022-01-19
Unknown,124178,1.7,286,0.4,2022-01-20
Unknown,131026,1.8,287,0.4,2022-01-23
Unknown,131526,1.8,287,0.4,2022-01-24
Unknown,133762,1.8,288,0.4,2022-01-25
Unknown,135194,1.8,289,0.4,2022-01-26
Unknown,136921,1.8,291,0.4,2022-01-27
Unknown,140885,1.8,291,0.4,2022-01-30
Unknown,141505,1.8,291,0.4,2022-01-31
Unknown,141938,1.8,291,0.4,2022-02-01
Unknown,142857,1.8,290,0.4,2022-02-02
Unknown,143703,1.8,291,0.4,2022-02-03
Unknown,144992,1.8,294,0.4,2022-02-06
Unknown,145686,1.8,295,0.4,2022-02-07
Unknown,149011,1.8,295,0.4,2022-02-08
Unknown,149388,1.8,296,0.4,2022-02-09
Unknown,150165,1.8,299,0.4,2022-02-10
Unknown,150914,1.8,300,0.4,2022-02-13
Unknown,151307,1.8,301,0.4,2022-02-14
Unknown,151576,1.8,302,0.4,2022-02-15
Unknown,151857,1.8,303,0.4,2022-02-16
Unknown,151984,1.8,303,0.4,2022-02-17
Unknown,152833,1.8,306,0.4,2022-02-21
Unknown,152722,1.8,306,0.4,2022-02-22
Unknown,152787,1.8,307,0.4,2022-02-23
Unknown,155388,1.9,308,0.4,2022-02-24
Unknown,155362,1.9,312,0.4,2022-02-27
Unknown,155291,1.9,312,0.4,2022-02-28
Unknown,155256,1.9,311,0.4,2022-03-01
Unknown,155087,1.8,311,0.4,2022-03-02
Unknown,154987,1.8,310,0.4,2022-03-03
Unknown,154984,1.8,310,0.4,2022-03-06
Unknown,154888,1.8,309,0.4,2022-03-07
Unknown,155017,1.8,309,0.4,2022-03-08
Unknown,155022,1.8,309,0.4,2022-03-09
Unknown,154923,1.8,310,0.4,2022-03-10
Unknown,155038,1.8,312,0.4,2022-03-13
Unknown,155051,1.8,313,0.4,2022-03-14
Unknown,155053,1.8,313,0.4,2022-03-15
Unknown,155011,1.8,313,0.4,2022-03-16
Unknown,154989,1.8,313,0.4,2022-03-17
Unknown,154887,1.8,312,0.4,2022-03-20
Unknown,154849,1.8,312,0.4,2022-03-21
Unknown,154872,1.8,312,0.4,2022-03-22
Unknown,154855,1.8,313,0.4,2022-03-23
Unknown,154897,1.8,313,0.4,2022-03-24
Unknown,154705,1.8,313,0.4,2022-03-27
Unknown,154664,1.8,313,0.4,2022-03-28
Unknown,154683,1.8,313,0.4,2022-03-29
Unknown,154633,1.8,313,0.4,2022-03-30
Unknown,154878,1.8,315,0.4,2022-03-31
Unknown,154548,1.8,315,0.4,2022-04-04
Unknown,154661,1.8,315,0.4,2022-04-07
Unknown,154604,1.8,316,0.4,2022-04-12
Unknown,154398,1.8,317,0.4,2022-04-14
Unknown,154278,1.8,317,0.4,2022-04-18
Unknown,154416,1.8,318,0.4,2022-04-21
Unknown,153496,1.8,282,0.3,2022-04-25
Unknown,153402,1.8,285,0.3,2022-04-28
Unknown,153330,1.8,283,0.3,2022-05-02
Unknown,152429,1.8,283,0.3,2022-05-05
Unknown,153080,1.8,284,0.3,2022-05-09
Unknown,153404,1.8,283,0.3,2022-05-12
Unknown,154218,1.8,283,0.3,2022-05-16
Unknown,154740,1.8,281,0.3,2022-05-19
Unknown,155785,1.8,290,0.3,2022-05-23
Unknown,156404,1.8,289,0.3,2022-05-26
Unknown,157066,1.8,289,0.3,2022-05-30
Unknown,157535,1.8,288,0.3,2022-06-02
Unknown,158552,1.8,287,0.3,2022-06-06
Unknown,159274,1.7,289,0.3,2022-06-09
Unknown,160089,1.7,290,0.3,2022-06-13
Unknown,160362,1.7,290,0.3,2022-06-16
Unknown,161162,1.7,289,0.3,2022-06-20
Unknown,161727,1.7,289,0.3,2022-06-23
Unknown,162439,1.7,288,0.3,2022-06-27
Unknown,163322,1.7,288,0.3,2022-06-30
Unknown,164257,1.7,290,0.3,2022-07-04
Unknown,165056,1.7,288,0.3,2022-07-07
Unknown,166001,1.7,287,0.3,2022-07-11
Unknown,166967,1.7,288,0.3,2022-07-14
Unknown,168246,1.7,286,0.3,2022-07-18
Unknown,169080,1.7,286,0.3,2022-07-21
Unknown,170003,1.7,285,0.3,2022-07-25
Unknown,170590,1.7,286,0.3,2022-07-28
Unknown,171556,1.7,279,0.3,2022-08-01
Unknown,172149,1.7,279,0.3,2022-08-04
Unknown,173383,1.7,277,0.3,2022-08-08
Unknown,173703,1.7,278,0.3,2022-08-11
Unknown,174204,1.7,279,0.3,2022-08-15
Unknown,174581,1.7,279,0.3,2022-08-18
Unknown,175114,1.7,276,0.3,2022-08-22
Unknown,175410,1.7,276,0.3,2022-08-25
Unknown,175864,1.7,276,0.3,2022-08-29
Unknown,176106,1.7,273,0.3,2022-09-01
Unknown,176391,1.7,273,0.3,2022-09-05
Unknown,176337,1.7,272,0.3,2022-09-08
Unknown,176306,1.7,274,0.3,2022-09-20
